,city,region,country,lng,lat,population,continent
5324,Nsukka,Enugu,NG,7.3958,6.8567,111017,EU
5325,Ntcheu,Ntcheu,MW,34.6333,-14.8167,10445,EU
5326,Ntungamo,Ntungamo,UG,30.2642,-0.8794,16400,EU
5327,Nueva Concepción,Escuintla,GT,-91.2997,14.1997,130754,EU
5328,Nueva Gerona,Isla de la Juventud,CU,-82.8011,21.8847,45577,AS
5329,Nueva Granada,Magdalena,CO,-74.3917,9.8011,21612,EU
5330,Nueva Loja,Sucumbíos,EC,-76.8911,0.0844,48562,AF
5331,Nueva Ocotepeque,Ocotepeque,HN,-89.1833,14.4333,8780,AF
5332,Nueva Paz,Mayabeque,CU,-81.75,22.7667,24277,AF
5333,Nueve de Julio,Buenos Aires,AR,-60.8833,-35.45,36494,AF
5334,Nuevo Casas Grandes,Chihuahua,MX,-107.9167,30.4167,55553,NA
5335,Nuevo Ideal,Durango,MX,-105.0728,24.8875,12850,NA
5336,Nuevo Laredo,Tamaulipas,MX,-99.5069,27.4861,384033,SA
5337,Nukus,Qoraqalpog‘iston,UZ,59.6022,42.4647,319583,SA
5338,Nuku‘alofa,Tongatapu,TO,-175.2083,-21.1347,23221,NA
5339,Numan,Adamawa,NG,11.8367,9.4536,77617,NA
5340,Nunspeet,Gelderland,NL,5.7833,52.3333,27481,SA
5341,Nuoro,Sardegna,IT,9.3281,40.3201,36579,NA
5342,Nuquí,Chocó,CO,-77.2703,5.7069,8958,NA
5343,Nur-Sultan,Astana,KZ,71.4333,51.1333,1078362,NA
5344,Nuremberg,Bavaria,DE,11.0775,49.4539,515543,AS
5345,Nurmes,Pohjois-Karjala,FI,29.1333,63.5444,7996,OC
5346,Nurmijärvi,Uusimaa,FI,24.8083,60.4667,42709,AF
5347,Nusaybin,Mardin,TR,41.2167,37.0833,7584,EU
5348,Nuth,Limburg,NL,5.8833,50.9167,15423,EU
5349,Nuuk,Sermersooq,GL,-51.7333,64.175,18326,SA
5350,Nyala,South Darfur,SD,24.8833,12.05,492984,AS
5351,Nyanza,Southern Province,RW,29.74,-2.3496,225209,EU
5352,Nyeri,Nyeri,KE,36.95,-0.4167,98908,EU
5353,Nykarleby,Pohjanmaa,FI,22.5333,63.5167,7564,EU
5354,Nyköping,Södermanland,SE,17.0185,58.7582,33916,AS
5355,Nyons,Auvergne-Rhône-Alpes,FR,5.1406,44.3608,6782,EU
5356,Nysa,Opolskie,PL,17.3339,50.4714,46841,NA
5357,Nytva,Permskiy Kray,RU,55.3333,57.9333,18366,AF
5358,Nyzhnohirskyi,"Krym, Avtonomna Respublika",UA,34.7344,45.4464,9460,AF
5359,Nyíradony,Hajdú-Bihar,HU,21.9167,47.6833,7677,AF
5360,Nyírbátor,Szabolcs-Szatmár-Bereg,HU,22.13,47.8353,11831,EU
5361,Nyíregyháza,Szabolcs-Szatmár-Bereg,HU,21.7167,47.95,116554,EU
5362,Náfpaktos,Dytikí Elláda,GR,21.8275,38.3917,13415,EU
5363,Náfplio,Peloponnísos,GR,22.8,37.5667,14203,EU
5364,Námestovo,Žilinský,SK,19.48,49.41,7876,EU
5365,Náousa,Kentrikí Makedonía,GR,22.0642,40.6306,18882,EU
5366,Närpes,Pohjanmaa,FI,21.3375,62.4736,9387,EU
5367,Néa Filadélfeia,Attikí,GR,23.7381,38.035,25734,EU
5368,Néa Ionía,Attikí,GR,23.75,38.0333,67134,EU
5369,Néa Moudaniá,Kentrikí Makedonía,GR,23.2814,40.2386,9342,EU
5370,Néma,Hodh ech Chargui,MR,-7.25,16.6171,200000,EU
5371,Nérac,Nouvelle-Aquitaine,FR,0.3394,44.1361,6849,EU
5372,Níkaia,Attikí,GR,23.6333,37.9667,89380,EU
5373,Nîmes,Occitanie,FR,4.361,43.838,149633,EU
5374,Nālūt,Nālūt,LY,10.97,31.8804,66609,EU
5375,N’Djamena,Ville de N’Djaména,TD,15.05,12.11,1092066,EU
5376,N’Zérékoré,N’Zérékoré,GN,-8.83,7.76,168121,EU
5377,Oaxaca,Oaxaca,MX,-96.7253,17.0606,300050,AF
5378,Obando,Valle del Cauca,CO,-75.9731,4.5761,14980,EU
5379,Oberhausen,North Rhine-Westphalia,DE,6.8514,51.4699,209566,EU
5380,Oberwart,Burgenland,AT,16.2031,47.2878,7572,EU
5381,Oberá,Misiones,AR,-55.1333,-27.4833,66112,AF
5382,Obleševo,Češinovo-Obleševo,MK,22.332,41.8839,673,AF
5383,Obo,Haut-Mbomou,CF,26.5,5.4,12887,AF
5384,Obock,Obock,DJ,43.2833,11.9667,21200,NA
5385,Oborniki,Wielkopolskie,PL,16.8167,52.65,17895,SA
5386,Obukhiv,Kyyivs’ka Oblast’,UA,30.6167,50.1,33204,EU
5387,Ocampo,Tamaulipas,MX,-99.333,22.833,5095,EU
5388,Ocaña,Norte de Santander,CO,-73.3553,8.2461,90037,SA
5389,Ochakiv,Mykolayivs’ka Oblast’,UA,31.5392,46.6186,14705,EU
5390,Ocniţa,Ocniţa,MD,27.4833,48.4167,7254,AF
5391,Ocosingo,Chiapas,MX,-92.0961,16.9072,41878,AF
5392,Ocotal,Nueva Segovia,NI,-86.4833,13.6333,34580,EU
5393,Ocotepec,Chiapas,MX,-93.1724,17.2191,12508,EU
5394,Ocotlán de Morelos,Oaxaca,MX,-96.675,16.7914,21676,NA
5395,Ocoyoacac,Morelos,MX,-99.4606,19.2739,66190,SA
5396,Ocozocoautla de Espinosa,Chiapas,MX,-93.3667,16.75,92103,EU
5397,Ocuilan de Arteaga,México,MX,-99.4,19.0,34485,EU
5398,Ocumare del Tuy,Miranda,VE,-66.7814,10.1136,150000,NA
5399,Ocós,San Marcos,GT,-92.1909,14.5138,20215,NA
5400,Odemira,Beja,PT,-8.6333,37.5833,26066,NA
5401,Odense,Syddanmark,DK,10.3833,55.4004,158222,NA
5402,Odesa,Odes’ka Oblast’,UA,30.7326,46.4775,1017699,NA
5403,Odienné,Denguélé,CI,-7.5667,9.5,49857,NA
5404,Odivelas,Lisboa,PT,-9.1833,38.8,144549,NA
5405,Odranci,Odranci,SI,16.2833,46.5833,1632,SA
5406,Odžaci,Odžaci,RS,19.2667,45.5167,9021,NA
5407,Oegstgeest,Zuid-Holland,NL,4.4667,52.1667,24426,EU
5408,Oeiras,Lisboa,PT,-9.3017,38.697,172120,EU
5409,Offenburg,Baden-Württemberg,DE,7.9408,48.4708,59646,EU
5410,Ogbomoso,Oyo,NG,4.25,8.1333,1032000,AF
5411,Ogre,Ogres Novads,LV,24.6047,56.8169,22978,EU
5412,Ogulin,Karlovačka Županija,HR,15.2248,45.2669,8712,EU
5413,Ohrid,Ohrid,MK,20.8019,41.1169,55749,EU
5414,Oiba,Santander,CO,-73.2992,6.2639,12063,EU
5415,Oirschot,Noord-Brabant,NL,5.3128,51.5047,18623,EU
5416,Oisterwijk,Noord-Brabant,NL,5.2,51.5833,26140,EU
5417,Ojinaga,Chihuahua,MX,-104.4164,29.5644,22744,AF
5418,Ojuelos de Jalisco,Jalisco,MX,-101.5933,21.8642,11881,EU
5419,Okara,Punjab,PK,73.4597,30.81,232386,EU
5420,Okayama,Okayama,JP,133.9167,34.65,720043,EU
5421,Okhansk,Permskiy Kray,RU,55.3833,57.7167,7087,SA
5422,Okhtyrka,Sums’ka Oblast’,UA,34.9016,50.3074,15694,EU
5423,Oklahoma City,Oklahoma,US,-97.5136,35.4676,972943,EU
5424,Olaine,Olaines Novads,LV,23.9369,56.7844,10324,NA
5425,Olavarría,Buenos Aires,AR,-60.3333,-36.9,86320,NA
5426,Olbia,Sardegna,IT,9.5,40.9167,60261,AS
5427,Oldebroek,Gelderland,NL,5.9167,52.4667,23598,AS
5428,Oldenburg,Lower Saxony,DE,8.2139,53.1439,168210,EU
5429,Oldenzaal,Overijssel,NL,6.9292,52.3125,31840,EU
5430,Olecko,Warmińsko-Mazurskie,PL,22.5,54.0333,16364,NA
5431,Oleiros,Castelo Branco,PT,-7.9167,39.9167,5721,EU
5432,Oleksandriia,Kirovohrads’ka Oblast’,UA,33.1167,48.6667,82345,SA
5433,Olevsk,Zhytomyrs’ka Oblast’,UA,27.6481,51.2278,10457,EU
5434,Olhão,Faro,PT,-7.8389,37.0278,45396,EU
5435,Olintepeque,Quetzaltenango,GT,-91.5167,14.8833,31551,EU
5436,Oliva,Córdoba,AR,-63.5698,-32.0416,11672,EU
5437,Oliveira de Azemeis,Aveiro,PT,-8.4833,40.8333,68611,EU
5438,Oliveira de Frades,Viseu,PT,-8.1667,40.7333,10261,EU
5439,Oliveira do Bairro,Aveiro,PT,-8.5,40.5167,23028,EU
5440,Oliveira do Hospital,Coimbra,PT,-7.8667,40.3667,20855,EU
5441,Olomouc,Olomoucký Kraj,CZ,17.2508,49.5939,100514,EU
5442,Olongapo,Olongapo,PH,120.2833,14.8333,260317,NA
5443,Olopa,Chiquimula,GT,-89.35,14.6833,23668,SA
5444,Oloron-Sainte-Marie,Nouvelle-Aquitaine,FR,-0.6067,43.1942,10629,EU
5445,Olpe,North Rhine-Westphalia,DE,7.8514,51.0289,24688,EU
5446,Olsztyn,Warmińsko-Mazurskie,PL,20.4942,53.78,173599,EU
5447,Olympia,Washington,US,-122.8959,47.0417,200915,EU
5448,Ometepec,Guerrero,MX,-98.4167,16.6833,30271,EU
5449,Omitlán de Juárez,Hidalgo,MX,-98.6478,20.1697,7529,AS
5450,Ommen,Overijssel,NL,6.4167,52.5167,17813,NA
5451,Omsk,Omskaya Oblast’,RU,73.3833,54.9667,1178391,EU
5452,Ondjiva,Cunene,AO,15.7333,-17.0667,121537,EU
5453,Ondo,Ondo,NG,4.84,7.0904,257005,EU
5454,Ondokuzmayıs,Samsun,TR,36.0789,41.4944,26337,NA
5455,Onitsha,Anambra,NG,6.7833,6.1667,1483000,NA
5456,Onoto,Anzoátegui,VE,-65.1897,9.5958,11378,NA
5457,Onverwacht,Para,SR,-55.2,5.6,2105,EU
5458,Oosterhout,Noord-Brabant,NL,4.8569,51.6431,55616,EU
5459,Oostzaan,Noord-Holland,NL,4.8789,52.4406,9757,AF
5460,Opatija,Primorsko-Goranska Županija,HR,14.3069,45.3347,11659,AF
5461,Opmeer,Noord-Holland,NL,4.9444,52.7033,11779,AS
5462,Opochka,Pskovskaya Oblast’,RU,28.65,56.7167,10148,AF
5463,Opoczno,Łódzkie,PL,20.2833,51.3833,21780,SA
5464,Opole,Opolskie,PL,17.9253,50.6722,127792,SA
5465,Oppdal,Sør-Trøndelag,NO,9.6,62.5667,6981,EU
5466,Oradea,Bihor,RO,21.9211,47.0722,196367,EU
5467,Oral,Batys Qazaqstan,KZ,51.3725,51.2225,271900,EU
5468,Oran,Oran,DZ,-0.6331,35.6969,852000,EU
5469,Orange Walk,Orange Walk,BZ,-88.5583,18.075,18000,EU
5470,Oranienburg,Brandenburg,DE,13.2369,52.7544,45492,EU
5471,Orchomenós,Stereá Elláda,GR,22.9749,38.4933,5238,EU
5472,Ordino,Ordino,AD,1.5331,42.555,4545,EU
5473,Ordu,Ordu,TR,37.8833,40.9833,155117,EU
5474,Ordubad,Ordubad,AZ,46.0231,38.9047,10372,AS
5475,Orenburg,Orenburgskaya Oblast’,RU,55.1,51.7667,564443,AF
5476,Orestiáda,Anatolikí Makedonía kai Thráki,GR,26.5333,41.5,18426,NA
5477,Orhei,Orhei,MD,28.8231,47.3831,21065,EU
5478,Orimattila,Päijät-Häme,FI,25.7333,60.8042,16326,EU
5479,Oristano,Sardegna,IT,8.5916,39.9058,31671,EU
5480,Orito,Putumayo,CO,-76.8708,0.6661,57774,AS
5481,Orivesi,Pirkanmaa,FI,24.3569,61.6778,9408,AS
5482,Orizaba,Veracruz,MX,-97.1,18.85,355333,EU
5483,Orlu,Imo,NG,7.0333,5.7837,9351,EU
5484,Orléans,Centre-Val de Loire,FR,1.909,47.9025,116238,EU
5485,Ormoc,Ormoc,PH,124.6167,11.0167,230998,EU
5486,Ormož,Ormož,SI,16.1505,46.4071,1962,EU
5487,Orocué,Casanare,CO,-71.3392,4.7897,8460,SA
5488,Orodara,Hauts-Bassins,BF,-4.908,10.974,18632,EU
5489,Oroqen Zizhiqi,Inner Mongolia,CN,123.7167,50.5667,40128,NA
5490,Oroquieta,Misamis Occidental,PH,123.8,8.4833,72301,AF
5491,Orosháza,Békés,HU,20.6428,46.5678,27492,EU
5492,Oroszlány,Komárom-Esztergom,HU,18.3164,47.4892,17802,AS
5493,Orsha,Vitsyebskaya Voblasts’,BY,30.4258,54.5092,106505,EU
5494,Ortaköy,Aksaray,TR,34.0386,38.7372,12132,SA
5495,Oruro,Oruro,BO,-67.13,-17.9799,246501,AF
5496,Orël,Orlovskaya Oblast’,RU,36.0694,52.9686,311625,AS
5497,Orūmīyeh,Āz̄arbāyjān-e Gharbī,IR,45.0675,37.5486,736224,AS
5498,Os,Hordaland,NO,5.4758,60.2269,19742,EU
5499,Osh,Osh,KG,72.7833,40.5333,281900,EU
5500,Oshnavīyeh,Āz̄arbāyjān-e Gharbī,IR,45.0983,37.0397,70030,EU
5501,Osijek,Osječko-Baranjska Županija,HR,18.6703,45.5603,84104,AS
5502,Oslo,Oslo,NO,10.7528,59.9111,693494,SA
5503,Osmaniye,Osmaniye,TR,36.25,37.075,173977,EU
5504,Osnabrück,Lower Saxony,DE,8.0431,52.2789,164748,AS
5505,Osogbo,Osun,NG,4.5761,7.7597,731000,EU
5506,Osorno,Los Lagos,CL,-73.15,-40.5667,147460,AS
5507,Oss,Noord-Brabant,NL,5.5167,51.7667,91451,AS
5508,Ostend,Flanders,BE,2.9333,51.2333,71332,EU
5509,Osterholz-Scharmbeck,Lower Saxony,DE,8.7947,53.2269,30300,EU
5510,Osterode,Lower Saxony,DE,10.2522,51.7286,21731,AS
5511,Ostrava,Moravskoslezský Kraj,CZ,18.2925,49.8356,284982,EU
5512,Ostrowiec Świętokrzyski,Świętokrzyskie,PL,21.4,50.9333,72001,AF
5513,Ostrołęka,Mazowieckie,PL,21.5667,53.0833,52900,SA
5514,Ostrów Mazowiecka,Mazowieckie,PL,21.9,52.8,22800,EU
5515,Otatitlán,Veracruz,MX,-96.0342,18.1772,5703,EU
5516,Oteapan,Veracruz,MX,-94.6667,18.0,16222,EU
5517,Ottawa,Ontario,CA,-75.695,45.4247,989567,EU
5518,Otukpo,Benue,NG,8.13,7.1904,68220,EU
5519,Otwock,Mazowieckie,PL,21.2667,52.1167,42765,EU
5520,Ouagadougou,Centre,BF,-1.5275,12.3686,2453496,EU
5521,Ouahigouya,Nord,BF,-2.4167,13.5833,124580,EU
5522,Ouargla,Ouargla,DZ,5.3167,31.95,133024,NA
5523,Oud-Beijerland,Zuid-Holland,NL,4.42,51.82,24301,NA
5524,Oudenaarde,Flanders,BE,3.6,50.85,31132,NA
5525,Oudenbosch,Noord-Brabant,NL,4.5239,51.5892,12780,AF
5526,Ouderkerk aan de Amstel,Noord-Holland,NL,4.9117,52.2972,8200,EU
5527,Oudewater,Utrecht,NL,4.8686,52.0267,10201,AF
5528,Ouidah,Atlantique,BJ,2.09,6.3604,83503,AF
5529,Oujda-Angad,Oriental,MA,-1.9114,34.6867,494252,AF
5530,Oulainen,Pohjois-Pohjanmaa,FI,24.8167,64.2667,7610,EU
5531,Oulu,Pohjois-Pohjanmaa,FI,25.4719,65.0142,200526,EU
5532,Oum el Bouaghi,Oum el Bouaghi,DZ,7.115,35.8706,100821,EU
5533,Ourense,Galicia,ES,-7.8633,42.3364,104596,EU
5534,Ourique,Beja,PT,-8.225,37.65,5389,EU
5535,Ourém,Santarém,PT,-8.5833,39.65,45932,AF
5536,Outokumpu,Pohjois-Karjala,FI,29.0181,62.725,7139,AF
5537,Ouésso,Sangha,CG,16.05,1.6167,28179,EU
5538,Ovalle,Coquimbo,CL,-71.203,-30.6031,75864,EU
5539,Ovar,Aveiro,PT,-8.6333,40.8667,55398,AF
5540,Ovejas,Sucre,CO,-75.2272,9.5258,20846,EU
5541,Ovidiopol,Odes’ka Oblast’,UA,30.4333,46.2667,11741,EU
5542,Oviedo,Asturias,ES,-5.845,43.36,217552,EU
5543,Owando,Cuvette,CG,15.9,-0.4833,23952,EU
5544,Owerri,Imo,NG,7.0333,5.4833,908109,AF
5545,Owo,Ondo,NG,5.58,7.1664,276574,SA
5546,Oxchuc,Chiapas,MX,-92.4167,16.85,43350,EU
5547,Oyem,Woleu-Ntem,GA,11.5667,1.6,60685,SA
5548,Oyo,Oyo,NG,3.9333,7.8333,386723,EU
5549,Ozuluama de Mascareñas,Veracruz,MX,-97.85,21.6667,23244,EU
5550,Ozumba,México,MX,-98.7936,19.0392,29114,AF
5551,Ozurgeti,Guria,GE,42.0006,41.9269,14785,AF
5552,Oğuz,Oğuz,AZ,47.4583,41.0708,6876,AF
5553,Oğuzeli,Gaziantep,TR,37.5092,36.965,5577,NA
5554,Oława,Dolnośląskie,PL,17.3,50.9333,33108,AF
5555,Oświęcim,Małopolskie,PL,19.2333,50.0333,39057,AF
5556,Pa Daet,Chiang Rai,TH,99.9925,19.505,6427,NA
5557,Pa Mok,Ang Thong,TH,100.4448,14.4921,8758,NA
5558,Pa Sang,Lamphun,TH,98.9394,18.5261,8645,AS
5559,Pabellón de Arteaga,Aguascalientes,MX,-102.2667,22.15,28633,AS
5560,Pabianice,Łódzkie,PL,19.35,51.6642,64988,AS
5561,Pachuca,Hidalgo,MX,-98.75,20.1,297848,EU
5562,Pacora,Panamá,PA,-79.28,9.08,52494,EU
5563,Padang,Sumatera Barat,ID,100.3606,-0.9556,914970,AS
5564,Paderborn,North Rhine-Westphalia,DE,8.7667,51.7167,150580,AS
5565,Padova,Veneto,IT,11.8778,45.4064,210440,AS
5566,Padre Burgos,Quezon,PH,121.8116,13.9226,23488,NA
5567,Padre Burgos,Southern Leyte,PH,125.0167,10.0333,11159,EU
5568,Pagadian,Zamboanga del Sur,PH,123.4333,7.8333,210452,NA
5569,Pageralam,Sumatera Selatan,ID,103.2522,-4.0217,136244,NA
5570,Pagqên,Qinghai,CN,99.9083,33.9739,9530,AS
5571,Pagėgiai,Pagégiai,LT,21.8778,55.1328,57,EU
5572,Paianía,Attikí,GR,23.85,37.95,14595,EU
5573,Paide,Järvamaa,EE,25.5667,58.8833,7905,AS
5574,Pailitas,Cesar,CO,-73.625,8.9597,22083,AS
5575,Paimio,Varsinais-Suomi,FI,22.6861,60.4569,10620,AS
5576,Paipa,Boyacá,CO,-73.1175,5.78,31868,AS
5577,Pajacuarán,Michoacán de Ocampo,MX,-102.5667,20.1178,10014,AS
5578,Pajapan,Veracruz,MX,-94.6833,18.2667,17480,EU
5579,Pajapita,San Marcos,GT,-92.0334,14.7243,16600,EU
5580,Paju,Gyeonggi,KR,126.8169,37.8328,415345,EU
5581,Pak Chong,Nakhon Ratchasima,TH,101.3976,14.6796,35736,SA
5582,Pak Kret,Nonthaburi,TH,100.4978,13.9125,184501,EU
5583,Pak Phanang,Nakhon Si Thammarat,TH,100.2023,8.3538,20425,SA
5584,Pak Thong Chai,Nakhon Ratchasima,TH,102.0263,14.7302,14272,NA
5585,Pakpattan,Punjab,PK,73.4,30.35,139525,NA
5586,Pakruojis,Pakruojis,LT,23.8551,55.9809,4352,NA
5587,Paks,Tolna,HU,18.8558,46.6219,18788,AS
5588,Pakwach,Nwoya,UG,31.5,2.45,17541,AS
5589,Pakxé,Champasak,LA,105.7833,15.1167,119848,AS
5590,Palaiseau,Île-de-France,FR,2.2457,48.7145,35590,AS
5591,Palaió Fáliro,Attikí,GR,23.7003,37.932,64021,AS
5592,Palanga,Palangos Miestas,LT,21.0639,55.9167,15381,AS
5593,Palangkaraya,Kalimantan Tengah,ID,113.92,-2.21,249434,EU
5594,Palayan City,Nueva Ecija,PH,121.0833,15.5333,45383,EU
5595,Palembang,Sumatera Selatan,ID,104.7644,-2.9833,1535952,AF
5596,Palencia,Castille-Leon,ES,-4.5333,42.0167,77090,AS
5597,Palencia,Guatemala,GT,-90.3575,14.6676,48923,EU
5598,Palermo,Huila,CO,-75.4339,2.8883,800000,EU
5599,Palermo,Sicilia,IT,13.3517,38.1111,668405,EU
5600,Palestina de los Altos,Quetzaltenango,GT,-91.7,14.9333,16384,AS
5601,Palikir,Pohnpei,FM,158.185,6.9178,6227,AS
5602,Pallisa,Pallisa,UG,33.7094,1.145,30745,AS
5603,Palma,Balearic Islands,ES,2.65,39.5667,419366,EU
5604,Palma Soriano,Santiago de Cuba,CU,-75.9919,20.2139,76500,NA
5605,Palmar de Varela,Atlántico,CO,-74.7547,10.7389,23012,SA
5606,Palmas,Tocantins,BR,-48.3603,-10.2128,272726,EU
5607,Palmela,Setúbal,PT,-8.8991,38.5675,62831,NA
5608,Palmerston North,Manawatu-Wanganui,NZ,175.6095,-40.3549,76236,OC
5609,Palmira,Valle del Cauca,CO,-76.2956,3.5347,349294,AF
5610,Palo Alto,Aguascalientes,MX,-101.9667,21.9167,5399,EU
5611,Palo Negro,Aragua,VE,-67.5582,10.16,153706,NA
5612,Palu,Elazığ,TR,39.9294,38.6914,9165,SA
5613,Palu,Sulawesi Tengah,ID,119.8594,-0.895,359350,SA
5614,Palé,Annobón,GQ,5.6322,-1.4043,5008,EU
5615,Palín,Escuintla,GT,-90.6986,14.4039,62127,OC
5616,Pamiers,Occitanie,FR,1.6108,43.1164,15603,SA
5617,Pampa del Infierno,Chaco,AR,-61.1667,-26.5167,2921,NA
5618,Pamplona,Navarre,ES,-1.65,42.8167,203081,SA
5619,Pamplona,Norte de Santander,CO,-72.6483,7.3761,58975,AS
5620,Panabá,Yucatán,MX,-88.2706,21.2964,5232,AS
5621,Panagyurishte,Pazardzhik,BG,24.1802,42.5026,16553,AF
5622,Panajachel,Sololá,GT,-91.1558,14.7361,11142,NA
5623,Panaji,Goa,IN,73.83,15.48,40017,EU
5624,Panama City,Panamá,PA,-79.5,9.0,880691,SA
5625,Panay,Capiz,PH,122.8,11.55,48890,EU
5626,Panevėžys,Panevėžio Miestas,LT,24.3639,55.725,91054,SA
5627,Pangkalpinang,Kepulauan Bangka Belitung,ID,106.1,-2.1,125933,NA
5628,Panindícuaro,Michoacán de Ocampo,MX,-101.7606,19.9828,5565,EU
5629,Panjakent,Sughd,TJ,67.615,39.5031,33000,NA
5630,Panzos,Alta Verapaz,GT,-89.6408,15.3986,81063,AS
5631,Pančevo,Pančevo,RS,20.6519,44.8739,76203,NA
5632,Paola,Paola,MT,14.5075,35.8728,7864,AS
5633,Papantla de Olarte,Veracruz,MX,-97.32,20.4478,161097,EU
5634,Papeete,Îles du Vent,PF,-149.5667,-17.5334,131695,AS
5635,Papendrecht,Zuid-Holland,NL,4.6833,51.8333,32290,NA
5636,Paphos,Páfos,CY,32.4265,34.7761,35961,AS
5637,Paraguarí,Paraguarí,PY,-57.16,-25.62,18881,NA
5638,Parakou,Borgou,BJ,2.62,9.34,188853,EU
5639,Paramaribo,Paramaribo,SR,-55.1667,5.8667,223757,EU
5640,Paraná,Entre Ríos,AR,-60.5175,-31.7444,247863,NA
5641,Paratebueno,Cundinamarca,CO,-73.2131,4.3753,7835,OC
5642,Paraíso,Tabasco,MX,-93.2128,18.3961,23830,EU
5643,Parchim,Mecklenburg-Western Pomerania,DE,11.8333,53.4167,18037,AS
5644,Pardubice,Pardubický Kraj,CZ,15.7792,50.0386,91755,SA
5645,Paredes,Porto,PT,-8.3333,41.2,86854,AF
5646,Paredes de Coura,Viana do Castelo,PT,-8.5622,41.9127,9198,SA
5647,Pargas,Varsinais-Suomi,FI,22.3,60.3,12266,SA
5648,Pariaman,Sumatera Barat,ID,100.1206,-0.6261,85485,SA
5649,Parikkala,Etelä-Karjala,FI,29.5,61.55,5235,NA
5650,Paris,Île-de-France,FR,2.3522,48.8566,11027000,EU
5651,Parkano,Pirkanmaa,FI,23.025,62.0097,6766,EU
5652,Parma,Emilia-Romagna,IT,10.328,44.8015,195687,EU
5653,Paro,Paro,BT,89.4167,27.4333,15000,EU
5654,Parral,Chihuahua,MX,-105.6667,26.9333,104836,EU
5655,Parras de la Fuente,Coahuila de Zaragoza,MX,-102.1792,25.4403,33817,AS
5656,Partesh,Partesh,XK,21.4336,42.4019,5300,EU
5657,Parthenay,Nouvelle-Aquitaine,FR,-0.2469,46.6486,10235,EU
5658,Partizánske,Nitriansky,SK,18.3667,48.6333,22653,EU
5659,Pasay City,Pasay,PH,121.0,14.55,440656,EU
5660,Pasig City,Pasig,PH,121.0833,14.575,803159,AS
5661,Paso de Ovejas,Veracruz,MX,-96.44,19.285,33392,NA
5662,Paso del Macho,Veracruz,MX,-96.7167,18.9667,31890,NA
5663,Passau,Bavaria,DE,13.4667,48.5667,52469,EU
5664,Pastavy,Vitsyebskaya Voblasts’,BY,26.8333,55.1167,19153,EU
5665,Pasto,Nariño,CO,-77.2747,1.21,382236,EU
5666,Pastores,Sacatepéquez,GT,-90.7547,14.5967,13902,AS
5667,Pasvalys,Pasvalys,LT,24.4028,56.0611,6361,AS
5668,Pathein,Ayeyawady,MM,94.7333,16.7667,237089,NA
5669,Pathum Thani,Pathum Thani,TH,100.5512,13.9841,13987,NA
5670,Pati,Jawa Tengah,ID,111.0347,-6.7415,122785,EU
5671,Patna,Bihār,IN,85.1414,25.61,1684222,EU
5672,Patnos,Ağrı,TR,42.8637,39.2337,5653,SA
5673,Pattani,Pattani,TH,101.2508,6.8664,44234,NA
5674,Pau,Nouvelle-Aquitaine,FR,-0.37,43.3,76275,EU
5675,Pavia,Lombardy,IT,9.155,45.1853,72773,AS
5676,Pavlodar,Pavlodar,KZ,76.9564,52.3156,353930,AS
5677,Pavlohrad,Dnipropetrovs’ka Oblast’,UA,35.87,48.52,106082,AS
5678,Pavlovsk,Voronezhskaya Oblast’,RU,40.0667,50.45,24858,AS
5679,Paysandú,Paysandú,UY,-58.0756,-32.32,76429,AS
5680,Payshamba Shahri,Samarqand,UZ,66.2264,40.005,32568,AS
5681,Paz de Ariporo,Casanare,CO,-71.8917,5.8811,26237,EU
5682,Pazardzhik,Pazardzhik,BG,24.3328,42.1935,74785,EU
5683,Paços de Ferreira,Porto,PT,-8.3833,41.2833,56340,AS
5684,Pedernales,Enriquillo,DO,-71.741,18.038,11072,EU
5685,Pedra Badejo,Santa Cruz,CV,-23.5333,15.1375,9530,EU
5686,Pedraza,Magdalena,CO,-74.9156,10.1886,8066,SA
5687,Pedro Juan Caballero,Amambay,PY,-55.7167,-22.5667,115583,AS
5688,Pehčevo,Pehčevo,MK,22.8906,41.7592,1687,SA
5689,Peine,Lower Saxony,DE,10.2336,52.3203,49952,EU
5690,Pekanbaru,Riau,ID,101.45,0.5333,983356,EU
5691,Pelaya,Cesar,CO,-73.6653,8.6892,17910,NA
5692,Pemba,Cabo Delgado,MZ,40.5167,-12.9667,141316,AF
5693,Pembroke,Pembroke,MT,14.4808,35.9264,3645,SA
5694,Penacova,Coimbra,PT,-8.2667,40.2667,15251,SA
5695,Penafiel,Porto,PT,-8.2833,41.2,72265,EU
5696,Penalva do Castelo,Viseu,PT,-7.6833,40.6667,7956,EU
5697,Penamacor,Castelo Branco,PT,-7.1667,40.1667,5682,AS
5698,Pendik,İstanbul,TR,29.2514,40.8775,289380,SA
5699,Penela,Coimbra,PT,-8.3833,40.0333,5983,AF
5700,Peniche,Leiria,PT,-9.3667,39.35,27753,EU
5701,Penonomé,Coclé,PA,-80.36,8.51,28766,EU
5702,Pensilvania,Caldas,CO,-75.1612,5.384,26342,EU
5703,Penza,Penzenskaya Oblast’,RU,45.0,53.2,523726,EU
5704,Pereira,Risaralda,CO,-75.6946,4.8143,590554,EU
5705,Perevalsk,Luhans’ka Oblast’,UA,38.8167,48.4333,26132,AS
5706,Perez,Quezon,PH,121.9333,14.1833,12767,EU
5707,Perg,Oberösterreich,AT,14.6336,48.2503,8388,EU
